aðalmeðferðar	a: D a l m E D f E r D a r	all
aðalmenn	a: D a l m E n	all
aðalnámskrá	a: D a l n au m s k r au	all
aðalnámskránni	a: D a l n au m s k r au n I	all
aðalpersóna	a: D a l p_h E r_0 s ou n a	all
aðalpersónan	a: D a l p_h E r_0 s ou n a n	all
aðalpersónu	a: D a l p_h E r_0 s ou n Y	all
aðalpósthúsinu	a: D a l p_h ou s t_h u s I n Y	all
aðalsafnaðarfundur	a: D a l s a p n a D a r_0 f Y n t Y r	all
aðalsafninu	a: D a l s a p n I n Y	all
aðalsafnsins	a: D a l s a p n_0 s I n s	standard_clear
aðalsafnsins	a: D a l s a p s I n s	standard_cas
aðalskipulag	a: D a l s c I p_h Y l a G	north_clear
aðalskipulag	a: D a l s c I p Y l a G	standard_clear
aðalskipulagi	a: D a l s c I p_h Y l ai j I	north_clear
aðalskipulagi	a: D a l s c I p Y l ai j I	standard_clear
aðalskipulaginu	a: D a l s c I p_h Y l ai j I n Y	north_clear
aðalskipulaginu	a: D a l s c I p Y l ai j I n Y	standard_clear
aðalskipulags	a: D a l s c I p_h Y l a x s	north_clear
aðalskipulags	a: D a l s c I p Y l a x s	standard_clear
aðalskrifstofa	a: D a l s k r I f s t O v a	all
aðalsmerki	a: D a l s m E r_0 c I	all
aðalstefnanda	a: D a l s t E p n a n t a	all
aðalstefnandi	a: D a l s t E p n a n t I	all
aðalstefnda	a: D a l s t E m t a	all
aðalstefndi	a: D a l s t E m t I	all
aðalstefndu	a: D a l s t E m t Y	all
aðalstefnendur	a: D a l s t E p n E n t Y r	all
aðalsteinn	a: D a l s t ei t n_0	all
aðalsteins	a: D a l s t ei n s	all
aðalsteinsdóttir	a: D a l s t ei n s t ou h t I r	all
aðalsteinsson	a: D a l s t ei n s O n	all
aðalstjórn	a: D a l s t j ou r t n_0	standard_clear
aðalstjórn	a: D a l s t j ou t n_0	standard_cas
aðalstræti	a: D a l s t r ai t_h I	north_clear
aðalstræti	a: D a l s t r ai t I	standard_clear
aðalsök	a: D a l s 9 k_h	north_clear
aðalsök	a: D a l s 9 k	standard_clear
aðaltekjulindir	a: D a l t_h E c_h Y l I n t I r	north_clear
aðaltekjulindir	a: D a l t_h E c Y l I n t I r	standard_clear
aðalvandinn	a: D a l v a n t I n	all
aðalverki	a: D a l v E r_0 c I	all
aðalverktaka	a: D a l v E r_0 t_h a k a	standard_clear
aðalverktaka	a: D a l v E r_0 t_h a k_h a	north_clear
aðalverktakar	a: D a l v E r_0 t_h a k a r	standard_clear
aðalverktakar	a: D a l v E r_0 t_h a k_h a r	north_clear
aðalverktökum	a: D a l v E r_0 t_h 9 k_h Y m	north_clear
aðalverktökum	a: D a l v E r_0 t_h 9 k Y m	standard_clear
aðalvík	a: D a l v i k_h	north_clear
aðalvík	a: D a l v i k	standard_clear
aðalþjálfari	a: D a l T j au l v a r I	all
aðbúnað	a D p u n a D	all
aðbúnaði	a D p u n a D I	all
aðbúnaður	a D p u n a D Y r	all
aðdáandi	a D t au a n t I	all
aðdáenda	a D t au E n t a	all
aðdáendaklúbbs	a D t au E n t a k_h l u p s	all
aðdáendum	a D t au E n t Y m	all
aðdáendur	a D t au E n t Y r	all
aðdáun	a D t au Y n	all
aðdáunarvert	a D t au Y n a r v E r_0 t	all
aðdraganda	a D t r a G a n t a	all
aðdragandi	a D t r a G a n t I	all
aðdragandinn	a D t r a G a n t I n	all
aðdráttarafl	a D t r au h t a r a p l_0	all
aðdráttarlinsuna	a D t r au h t a r l I n s Y n a	all
aðdróttanir	a D t r ou h t a n I r	all
aðdróttun	a D t r ou h t Y n	all
aðeins	a: D ei n s	all
aðfangadag	a D f au N k a t a G	all
aðfangadagskvöld	a D f au N k a t a x s k_h v 9 l t	all
aðfangadagur	a D f au N k a t a G Y r	all
aðfaranótt	a D f a r a n ou h t	all
aðfararbeiðni	a D f a r a r p ei D n I	all
aðfarargerð	a D f a r a r c E r D	all
aðfararnótt	a D f a r a r n ou h t	all
aðferða	a D f E r D a	all
aðferð	a D f E r D	all
aðferðafræði	a D f E r D a f r ai D I	all
aðferðina	a D f E r D I n a	all
aðferðin	a D f E r D I n	all
aðferðir	a D f E r D I r	all
aðferðirnar	a D f E r D I r t n a r	standard_clear
aðferðirnar	a D f E r D I t n a r	standard_cas
aðferðum	a D f E r D Y m	all
aðflugshallasendum	a D f l Y x s h a t l a s E n t Y m	all
aðflutningsgjöld	a D f l Y h t n I N s c 9 l t	all
aðframkomnir	a D f r a m k_h O m n I r	all
aðföng	a D f 9i N k	all
aðföngum	a D f 9i N k Y m	all
aðför	a D f 9 r	all
aðgang	a D k au N k	all
aðgangi	a D k au J c I	all
aðgangs	a D k au N s	all
aðgangsbox	a D k au N s p O k s	all
aðgangseyri	a D k au N s ei r I	all
aðgangseyrir	a D k au N s ei r I r	all
aðgangsharðir	a D k au N s h a r D I r	all
aðgangsorð	a D k au N s O r D	all
aðgangur	a D k au N k Y r	all
aðgát	a D k au t_h	north_clear
aðgát	a D k au t	standard_clear
aðgengi	a D c ei J c I	all
aðgengi	a D c ei J c I	all
aðgengilega	a D c ei J c I l E G a	all
aðgengileg	a D c ei J c I l E G	all
aðgengilegan	a D c ei J c I l E G a n	all
aðgengilegar	a D c ei J c I l E G a r	all
aðgengilegasta	a D c ei J c I l E G a s t a	all
aðgengilegir	a D c ei J c I l ei j I r	all
aðgengilegri	a D c ei J c I l E G r I	all
aðgengilegt	a D c ei J c I l E x t	all
aðgengilegum	a D c ei J c I l E G Y m	all
aðgengilegur	a D c ei J c I l E G Y r	all
aðgerða	a D c E r D a	all
aðgerðaáætlun	a D c E r D a au ai h t l Y n	all
aðgerð	a D c E r D	all
aðgerðaleysi	a D c E r D a l ei s I	all
aðgerðanna	a D c E r D a n a	all
aðgerðar	a D c E r D a r	all
aðgerðaráætlun	a D c E r D a r au ai h t l Y n	all
aðgerðarleysi	a D c E r D a r l ei s I	all
aðgerðina	a D c E r D I n a	all
aðgerðin	a D c E r D I n	all
aðgerðinni	a D c E r D I n I	all
aðgerðir	a D c E r D I r	all
aðgerðirnar	a D c E r D I r t n a r	standard_clear
aðgerðirnar	a D c E r D I t n a r	standard_cas
aðgerðum	a D c E r D Y m	all
aðgerðunum	a D c E r D O n Y m	all
aðgreina	a D k r ei n a	all
aðgreiningar	a D k r ei n i N k a r	all
aðgæslu	a D c ai s t l Y	all
aðgætni	a D c ai h t n I	all
aðgætni	a D c ai h t n I	all
aðgöngumiða	a D k 9i N k Y m I D a	all
aðhafast	a T h a v a s t	all
aðhafst	a D h a f s t	all
aðhald	a: T h a l t	all
aðhaldi	a: T h a l t I	all
aðhalds	a D h a l s	standard_cas
aðhalds	a D h a l t s	standard_clear
aðhaldssamur	a D h a l s a m Y r	standard_cas
aðhaldssamur	a D h a l t s a m Y r	standard_clear
aðhlynningar	a D l_0 I n i N k a r	all
aðhlynningu	a: D l_0 I n i N k Y	all
aðhyllast	a: T h I t l a s t	all
aðhyllist	a: T h I t l I s t	all
aðhylltist	a: D h I l_0 t I s t	all
aðila	a: D I l a	all
aðilanna	a: D I l a n a	all
aðilar	a: D I l a r	all
aðilarnir	a: D I l a r t n I r	standard_clear
aðilarnir	a: D I l a t n I r	standard_cas
aðild	a: D I l t	all
aðildar	a: D I l t a r	all
aðildarfélaga	a: D I l t a r_0 f j E l a G a	all
aðildarfélög	a: D I l t a r_0 f j E l 9 G	all
aðildarfélögum	a: D I l t a r_0 f j E l 9 G Y m	all
aðildarfyrirtækja	a: D I l t a r_0 f I r I r_0 t_h ai c a	standard_clear
aðildarfyrirtækja	a: D I l t a r_0 f I r I r_0 t_h ai c_h a	north_clear
aðildarlanda	a: D I l t a r l a n t a	all
aðildarríki	a: D I l t a r i c_h I	north_clear
aðildarríki	a: D I l t a r i c I	standard_clear
aðildarríkin	a: D I l t a r i c_h I n	north_clear
aðildarríkin	a: D I l t a r i c I n	standard_clear
aðildarríkja	a: D I l t a r i c a	standard_clear
aðildarríkja	a: D I l t a r i c_h a	north_clear
aðildarríkjanna	a: D I l t a r i c a n a	standard_clear
aðildarríkjanna	a: D I l t a r i c_h a n a	north_clear
aðildarríkjum	a: D I l t a r i c_h Y m	north_clear
aðildarríkjum	a: D I l t a r i c Y m	standard_clear
aðildarríkjunum	a: D I l t a r i c_h O n Y m	north_clear
aðildarríkjunum	a: D I l t a r i c O n Y m	standard_clear
aðildarskorts	a: D I l t a r_0 s k O r_0 t s	all
aðildarumsókn	a: D I l t a r Y m s ou h k n_0	all
aðildarviðræðna	a: D I l t a r v I D r ai D n a	all
aðildarviðræðum	a: D I l t a r v I D r ai D Y m	all
aðildarviðræður	a: D I l t a r v I D r ai D Y r	all
aðili	a: D I l I	all
aðilinn	a: D I l I n	all
aðilum	a: D I l Y m	all
aðkallandi	a D k_h a t l a n t I	all
aðkasti	a D k_h a s t I	all
aðkoma	a D k_h O m a	all
aðkoman	a D k_h O m a n	all
aðkomu	a D k_h O m Y	all
aðkomumaður	a D k_h O m Y m a D Y r	all
aðkomumanna	a D k_h O m Y m a n a	all
aðkomumenn	a D k_h O m Y m E n	all
aðkomunni	a D k_h O m Y n I	all
aðlaðandi	a D l a D a n t I	all
aðlaga	a D l a G a	all
aðlagast	a D l a G a s t	all
aðliggjandi	a D l I c a n t I	all
aðlögun	a D l 9 G Y n	all
aðlögunartíma	a D l 9 G Y n a r_0 t_h i m a	all
aðnjótandi	a D n j ou t a n t I	standard_clear
aðnjótandi	a D n j ou t_h a n t I	north_clear
aðra	a D r a	all
aðra	a D r a	all
aðrar	a D r a r	all
aðrar	a D r a r	all
aðrennslisgöng	a D r E n s t l I s k 9i N k	all
aðrir	a D r I r	all
aðrir	a D r I r	all
aðsendri	a D s E n t r I	all
aðsetur	a D s E t_h Y r	north_clear
aðsetur	a D s E t Y r	standard_clear
aðskildum	a D s c I l t Y m	all
aðskilin	a D s c I l I n	all
aðskilja	a D s c I l j a	all
aðskilnað	a D s c I l n a D	all
aðskilnaðarsinna	a D s c I l n a D a r_0 s I n a	all
aðskilnaði	a D s c I l n a D I	all
aðskilnaður	a D s c I l n a D Y r	all
aðsókn	a D s ou h k n_0	all
aðsóknar	a D s ou h k n a r	all
aðsóknin	a D s ou h k n I n	all
aðspurð	a D s p Y r D	all
aðspurðra	a D s p Y r D r a	all
aðspurður	a D s p Y r D Y r	all
aðspurt	a D s p Y r_0 t	all
aðstaða	a D s t a D a	all
aðstaðan	a D s t a D a n	all
aðstandenda	a D s t a n t E n t a	all
aðstandendum	a D s t a n t E n t Y m	all
aðstandendur	a D s t a n t E n t Y r	all
aðstoða	a D s t O D a	all
aðstoð	a D s t O D	all
aðstoðað	a D s t O D a D	all
aðstoðaði	a D s t O D a D I	all
aðstoðar	a D s t O D a r	all
aðstoðarforingja	a D s t O D a r_0 f O r i J c a	all
aðstoðarforstjóri	a D s t O D a r_0 f O r_0 s t j ou r I	all
aðstoðarforsætisráðherra	a D s t O D a r_0 f O r_0 s ai t_h I s r au T h E r a	north_clear
aðstoðarforsætisráðherra	a D s t O D a r_0 f O r_0 s ai t I s r au T h E r a	standard_clear
aðstoðarframkvæmdastjóri	a D s t O D a r_0 f r a m k_h v ai m t a s t j ou r I	all
aðstoðarmaður	a D s t O D a r m a D Y r	all
aðstoðarmaðurinn	a D s t O D a r m a D Y r I n	all
aðstoðarmanna	a D s t O D a r m a n a	all
aðstoðarmann	a D s t O D a r m a n	all
aðstoðarmanni	a D s t O D a r m a n I	all
aðstoðarmanns	a D s t O D a r m a n s	all
aðstoðarmenn	a D s t O D a r m E n	all
aðstoðarmönnum	a D s t O D a r m 9 n Y m	all
aðstoðarsaksóknari	a D s t O D a r_0 s a k s ou h k n a r I	all
aðstoðarskólameistara	a D s t O D a r_0 s k ou l a m ei s t a r a	all
aðstoðarskólastjóri	a D s t O D a r_0 s k ou l a s t j ou r I	all
aðstoðaryfirlögregluþjónn	a D s t O D a r I v I r l 9 G r E k l Y T j ou t n_0	all
aðstoðarþjálfari	a D s t O D a r T j au l v a r I	all
aðstoðina	a D s t O D I n a	all
aðstoðuðu	a D s t O D Y D Y	all
aðstæðna	a D s t ai D n a	all
aðstæðum	a D s t ai D Y m	all
aðstæður	a D s t ai D Y r	all
aðstæðurnar	a D s t ai D Y r t n a r	standard_clear
aðstæðurnar	a D s t ai D Y t n a r	standard_cas
aðstöðu	a D s t 9 D Y	all
aðstöðumun	a D s t 9 D Y m Y n	all
aðstöðuna	a D s t 9 D Y n a	all
aðventu	a D v E n_0 t Y	standard_clear
aðventu	a D v E n t_h Y	northeast_clear
aðventukvöld	a D v E n_0 t Y k_h v 9 l t	standard_clear
aðventukvöld	a D v E n t_h Y k_h v 9 l t	northeast_clear
aðventulag	a D v E n_0 t Y l a G	standard_clear
aðventulag	a D v E n t_h Y l a G	northeast_clear
aðventunni	a D v E n_0 t Y n I	standard_clear
aðventunni	a D v E n t_h Y n I	northeast_clear
aðvífandi	a D v i v a n t I	all
aðvörun	a D v 9 r Y n	all
aek	a: E k_h au	all
afa	a: v a	all
af	a: f	all
afar	a: v a r	all
afborgana	a v p O r k a n a	all
afborganir	a v p O r k a n I r	all
afborgun	a v p O r k Y n	all
afborgunum	a v p O r k O n Y m	all
afbragð	a v p r a G D	all
afbragðs	a v p r a G D s	all
afbragðsfólk	a v p r a G D s f ou l_0 k	standard_clear
afbragðsfólk	a v p r a G D s f ou l k_h	northeast_clear
afbrigði	a v p r I G D I	all
afbrigðilegrar	a v p r I G D I l E G r a r	all
afbrigðilegt	a v p r I G D I l E x t	all
afbrigðum	a v p r I G D Y m	all
afbrota	a v p r O t a	standard_clear
afbrota	a v p r O t_h a	north_clear
afbrot	a v p r O t_h	north_clear
afbrot	a v p r O t	standard_clear
afbrotum	a v p r O t_h Y m	north_clear
afbrotum	a v p r O t Y m	standard_clear
afburða	a v p Y r D a	all
afdráttarlaus	a v t r au h t a r l 9i s	all
afdráttarlaust	a f t r au h t a r l 9i s t	all
afdrep	a v t r E p_h	north_clear
afdrep	a v t r E p	standard_clear
afdrifarík	a v t r I v a r i k_h	north_clear
afdrifarík	a v t r I v a r i k	standard_clear
afdrif	a v t r I v	all
affalla	a f a t l a	all
affalls	a f a t l_0 s	all
afferma	a f E r m a	all
afföll	a f 9 t l_0	all
afföllin	a f 9 t l I n	all
afgangateppi	a f k au N k a t_h E h p I	all
afgang	a v k au N k	all
afgangi	a v k au J c I	all
afganginn	a v k au J c I n	all
afgangs	a v k au N s	all
afgangur	a v k au N k Y r	all
afgangurinn	a v k au N k Y r I n	all
afganistan	a v k a n I s t a n	all
afganistans	a f k a n I s t a n s	all
afgerandi	a v c E r a n t I	all
afgreiddar	a v k r ei t a r	all
afgreidd	a v k r ei t	all
afgreiddi	a v k r ei t I	all
afgreiða	a v k r ei D a	all
afgreiði	a v k r ei D I	all
afgreiðsla	a v k r ei D s t l a	all
afgreiðslu	a v k r ei D s t l Y	all
afgreiðslugjöld	a v k r ei D s t l Y c 9 l t	all
afgreiðslunefnd	a v k r ei D s t l Y n E m t	all
afgreiðslustelpan	a v k r ei D s t l Y s t E l_0 p a n	standard_clear
afgreiðslustelpan	a v k r ei D s t l Y s t E l p_h a n	northeast_clear
afgreiðslutíma	a v k r ei D s t l Y t_h i m a	all
afgreitt	a v k r ei h t	all
afhenda	a f h E n t a	all
afhenda	a f h E n t a	all
afhendi	a f h E n t I	all
afhending	a f h E n t i N k	all
afhendingar	a f h E n t i N k a r	all
afhendingu	a f h E n t i N k Y	all
afhendir	a f h E n t I r	all
afhenta	a f h E n_0 t a	standard_clear
afhenta	a f h E n t_h a	northeast_clear
afhent	a f h E n_0 t	standard_clear
afhent	a f h E n t_h	northeast_clear
afhentan	a f h E n_0 t a n	standard_clear
afhentan	a f h E n t_h a n	northeast_clear
afhentar	a f h E n_0 t a r	standard_clear
afhentar	a f h E n t_h a r	northeast_clear
afhenti	a f h E n_0 t I	standard_clear
afhenti	a f h E n t_h I	northeast_clear
afhentir	a f h E n_0 t I r	standard_clear
afhentir	a f h E n t_h I r	northeast_clear
afhentu	a f h E n_0 t Y	standard_clear
afhentu	a f h E n t_h Y	northeast_clear
afhentur	a f h E n_0 t Y r	standard_clear
afhentur	a f h E n t_h Y r	northeast_clear
afhjúpa	a f C u p a	standard_clear
afhjúpa	a f C u p_h a	north_clear
afhjúpað	a v C u p a D	standard_clear
afhjúpað	a v C u p_h a D	north_clear
afhomma	a f h O m a	all
afhroð	a f r_0 O D	all
afhverju	a f k_h v E r j Y	all
afhöggvinn	a f h 9 k v I n	all
afi	a: v I	all
afkastagetu	a v k_h a s t a c E t_h Y	north_clear
afkastagetu	a v k_h a s t a c E t Y	standard_clear
afkastamikill	a v k_h a s t a m I c_h I t l_0	north_clear
afkastamikill	a v k_h a s t a m I c I t l_0	standard_clear
afklæddist	a v k_h l ai t I s t	all
afklæðast	a v k_h l ai D a s t	all
afkoma	a v k_h O m a	all
afkoman	a v k_h O m a n	all
afkomandi	a v k_h O m a n t I	all
afkomenda	a v k_h O m E n t a	all
afkomendum	a v k_h O m E n t Y m	all
afkomendur	a v k_h O m E n t Y r	all
afkomu	a v k_h O m Y	all
afkomukreppu	a v k_h O m Y k_h r E h p Y	all
afkomuna	a v k_h O m Y n a	all
afkomutölur	a v k_h O m Y t_h 9 l Y r	all
afkvæmarannsókn	a v k_h v ai m a r a n s ou h k n_0	all
afkvæmi	a v k_h v ai m I	all
afkvæmum	a v k_h v ai m Y m	all
afköst	a v k_h 9 s t	all
afköstum	a v k_h 9 s t Y m	all
afla	a p l a	all
afla	a p l a	all
aflabrögð	a p l a p r 9 G D	all
aflað	a p l a D	all
aflað	a p l a D	all
aflaði	a p l a D I	all
aflaheimilda	a p l a h ei m I l t a	all
aflaheimildir	a p l a h ei m I l t I r	all
aflaheimildum	a p l a h ei m I l t Y m	all
aflahlutdeild	a p l a l_0 Y t ei l t	all
aflahlutdeildum	a p l a l_0 Y t ei l t Y m	all
aflamark	a p l a m a r_0 k	all
aflamarki	a p l a m a r_0 c I	all
aflamarks	a p l a m a r_0 k s	standard_clear
aflamarks	a p l a m a r_0 s	standard_cas
aflamarksbátum	a p l a m a r_0 k s p au t_h Y m	north_clear
aflamarksbátum	a p l a m a r_0 k s p au t Y m	standard_clear
aflamarksbátum	a p l a m a r_0 s p au t Y m	standard_cas
aflamarkskerfi	a p l a m a r_0 k s c_h E r v I	standard_clear
aflamarkskerfi	a p l a m a r_0 s c_h E r v I	standard_cas
aflandsfélög	a v l a n s f j E l 9 G	standard_cas
aflandsfélög	a v l a n t s f j E l 9 G	standard_clear
aflann	a p l a n	all
aflans	a p l a n s	all
aflanum	a p l a n Y m	all
afl	a p l_0	all
aflar	a p l a r	all
aflaskýrslu	a p l a s c i r_0 s t l Y	standard_clear
aflaskýrslu	a p l a s c i s t l Y	standard_cas
aflausn	a v l 9i s t n_0	all
aflaverðmæti	a p l a v E r D m ai t_h I	north_clear
aflaverðmæti	a p l a v E r D m ai t I	standard_clear
afláts	a v l au t s	all
afleggjaranum	a v l E c a r a n Y m	all
afleidd	a v l ei t	all
afleiða	a v l ei D a	all
afleiðinga	a v l ei D i N k a	all
afleiðingar	a v l ei D i N k a r	all
afleiðingarnar	a v l ei D i N k a r t n a r	all
afleiðing	a v l ei D i N k	all
afleiðingin	a v l ei D i J c I n	all
afleiðingu	a v l ei D i N k Y	all
afleiðingum	a v l ei D i N k Y m	all
afleiðingunum	a v l ei D i N k O n Y m	all
afleit	a v l ei t_h	north_clear
afleit	a v l ei t	standard_clear
afleitt	a v l ei h t	all
aflétta	a f l j E h t a	all
aflétt	a v l j E h t	all
afli	a p l I	all
afli	a p l I	all
aflið	a p l I D	all
aflinn	a p l I n	all
afloknum	a v l O h k n Y m	all
afls	a p l s	all
aflýsa	a v l i s a	all
aflýst	a v l i s t	all
afmarka	a v m a r_0 k a	all
afmarkaða	a v m a r_0 k a D a	all
afmarkað	a v m a r_0 k a D	all
afmarkast	a v m a r_0 k a s t	all
afmá	a v m au	all
afmæli	a v m ai l I	all
afmælið	a v m ai l I D	all
afmælinu	a v m ai l I n Y	all
afmælis	a v m ai l I s	all
afmælisbarns	a m ai l I s p a r_0 s	standard_cas
afmælisbarns	a v m ai l I s p a r_0 s	standard_clear
afmælisdaginn	a m ai l I s t ai j I n	standard_cas
afmælisdaginn	a v m ai l I s t ai j I n	standard_clear
afmælisdegi	a m ai l I s t ei j I	standard_cas
afmælisdegi	a v m ai l I s t ei j I	standard_clear
afmælisgjöf	a m ai l I s c 9 f	standard_cas
afmælisgjöf	a v m ai l I s c 9 f	standard_clear
afmælisins	a v m ai l I s I n s	all
afmælissamkomu	a m ai l I s a m k_h O m Y	standard_cas
afmælissamkomu	a v m ai l I s a m k_h O m Y	standard_clear
afmælissönginn	a m ai l I s 9i J c I n	standard_cas
afmælissönginn	a v m ai l I s 9i J c I n	standard_clear
afmælissöngnum	a m ai l I s 9i n Y m	standard_cas
afmælissöngnum	a v m ai l I s 9i N n Y m	standard_clear
afmælisveislan	a m ai l I s v ei s t l a n	standard_cas
afmælisveislan	a v m ai l I s v ei s t l a n	standard_clear
afmælisveislu	a m ai l I s v ei s t l Y	standard_cas
afmælisveislu	a v m ai l I s v ei s t l Y	standard_clear
afmörkuð	a v m 9 r_0 k Y D	all
afmörkuð	a v m 9 r_0 k Y D	all
afmörkuðu	a v m 9 r_0 k Y D Y	all
afmörkuðu	a v m 9 r_0 k Y D Y	all
afmörkuðum	a v m 9 r_0 k Y D Y m	all
afmörkun	a v m 9 r_0 k Y n	all
afnám	a v n au m	all
afnámi	a v n au m I	all
afnáms	a v n au m s	all
afneita	a v n ei t a	standard_clear
afneita	a v n ei t_h a	north_clear
afneitun	a v n ei t_h Y n	north_clear
afneitun	a v n ei t Y n	standard_clear
afnema	a v n E m a	all
afnota	a v n O t a	standard_clear
afnota	a v n O t_h a	north_clear
afnotarétt	a v n O t a r j E h t	standard_clear
afnotarétt	a v n O t_h a r j E h t	north_clear
afnot	a v n O t_h	north_clear
afnot	a v n O t	standard_clear
afnumið	a v n Y m I D	all
afnumin	a v n Y m I n	all
afnuminn	a v n Y m I n	all
afoxun	a: v O k s Y n	all
afplána	a v p l au n a	all
afplánað	a v p_h l au n a D	all
afplánun	a v p_h l au n Y n	all
afrakstur	a v r a k s t Y r	all
afraksturinn	a v r a k s t Y r I n	all
afreka	a v r E k a	standard_clear
afreka	a v r E k_h a	north_clear
afrekað	a v r E k a D	standard_clear
afrekað	a v r E k_h a D	north_clear
afrek	a v r E k_h	north_clear
